,policy_nr_hashed,cluster
67116,VqxGVox,0
67118,XrPrWvP,0
67121,nAEVw33,0
67122,oJmBy99,0
67132,K7w5yrO,0
67133,NWEWjBr,3
67136,XrPGnPP,3
67145,5rZ7lPy,0
67146,E7wz7Q5,3
67153,G2wkdeW,3
67156,WP0dBG3,3
67162,mWmWa2r,3
67165,K7w59QJ,0
67169,R5W9Ny6,0
67170,XrPEkvx,3
67171,dByY7nq,3
67172,dByoyxd,3
67179,5rZ7oQk,1
67180,5rZJVyL,0
67183,92ZyLWZ,3
67188,G2w5vnB,0
67190,JBwBjaJ,1
67191,JBwJ697,0
67198,R5Wkbmn,1
67206,joJoopO,1
67209,mWmyooE,0
67224,R5W93Kq,3
67225,VqxGrQY,3
67232,rLm7QN0,3
67233,ypgppo0,0
67235,8rZr3Ex,0
67236,AoZKj0j,3
67237,ByZlZl3,3
67241,WP0YZlP,3
67243,ZLWEGA8,3
67244,mWm5Voz,0
67249,a6RBnY8,3
67250,beaYwE3,0
67251,eBOVzNm,3
67258,92Zyq0r,0
67260,G2w5aWk,0
67262,LAw5d6e,1
67263,LAwWOxe,0
67265,P8wAG8J,0
67266,P8wg8bA,0
67269,YvW6OW7,0
67272,a6R5ovj,0
67273,a6Rv7Bv,1
67278,kbdVbxV,0
67280,lrzJd5W,1
67281,nAEz3wN,0
67283,pjmW2ql,0
67284,qvmGvqG,0
67285,vL9zq9X,0
67287,ypgkKeQ,0
67288,zPm3k6d,1
67290,6rYRNjq,2
67293,92ZLqyB,0
67294,AoZEjYj,1
67295,AoZldBY,0
67298,G2wQzpw,0
67300,JBwJnEL,0
67301,JBwv3yJ,1
67303,K7wxY9Z,0
67306,LAwzma8,0
67307,Olw6Rok,1
67308,P8wOekj,1
67309,Q6YOZBk,2
67310,R5WA60q,0
67311,R5WkdNl,2
67315,gjkGdKd,1
67316,gjkWPJR,1
67317,joJm75a,1
67318,lrzmyxR,1
67320,pjmbjGV,0
67323,xamQap2,2
67324,ypg0KYW,2
67329,JBwJwRN,0
67331,JBwqz28,1
67335,LAwLmKe,0
67339,XrP6yX8,1
67340,YvW6qzk,1
67341,ZLW2vxz,2
67343,a6Rvzq2,1
67351,lrzr0wo,2
67353,ypgjjXl,1
67355,6rYda8O,1
67356,92Z2AY3,1
67360,Q6Y7qpa,1
67365,Vqx6XNg,1
67366,YvWv89Q,1
67367,a6R53l2,1
67371,eBOVzVG,0
67372,gjkGNk3,1
67373,kbdV0er,1
67382,vL9vkL6,1
67387,5rZrNEK,3
67392,Olw5l2n,0
67394,P8wqJEp,0
67396,a6RB2gX,3
67400,dBya85d,0
67402,joJBeeE,3
67405,lrz5KNr,3
67406,nAEOBE3,3
67410,vL9v7Yz,0
67416,6rYrwQx,0
67417,70NvWa8,3
67420,YvW6QNQ,0
67423,joJo67O,3
67426,wRmANB8,0
67428,ypgkWxy,0
67432,G2wm8By,3
67433,K7wqZmj,3
67436,Vqx9PpR,3
67437,a6Rvp28,0
67439,wRmLp9A,3
67441,8rZ36Xo,0
67442,AoZK6kB,0
67446,a6RkRr8,0
67447,lrz9Y6Q,3
67448,mWmbRdZ,0
67454,Q6YOAXL,0
67456,WP0Gd8L,1
67459,dByYooO,0
67460,eBOq5xx,0
67468,5rZgA5L,0
67469,AoZlAXV,2
67472,LAwZYPZ,2
67475,Olw3lyA,1
67476,OlwxPpk,1
67478,XrP6PPn,1
67479,YvWYZk7,2
67481,a6Rk9j9,1
67487,zPmZxwK,0
67490,8rZr5Ax,0
67491,92Z2ABB,0
67493,JBwJp5Z,3
67496,dByar7e,3
67497,kbdaOrg,3
67499,qvm7Z6Z,3
67500,rLm70K0,3
67504,ByZJ9k0,3
67508,WP0PbeJ,0
67515,gjkO2yE,0
67520,LAwZrkO,0
67524,lrzJoLW,0
67525,pjmx0BK,0
67526,rLm76bJ,0
67530,AoZKzeV,0
67531,AoZlB9N,0
67534,JBwBBdL,0
67535,LAwWXN8,3
67543,lrz9Kr0,3
67545,mWmWdGv,3
67546,mWmy9jZ,3
67547,pjmxd9G,3
67548,rLm8XVY,3
67549,rLmL88x,0
67550,vL9vGmX,0
67557,Q6Y0AAL,0
67558,WP0dK9w,0
67563,lrz5aaQ,0
67567,6rYAZAG,3
67568,beaLdz3,3
67569,joJKkB2,0
67576,WP0APbJ,0
67577,XrPEr7a,0
67582,nAE7O03,2
67583,oJmJxWb,3
67591,P8wg87W,3
67594,R5WA502,3
67604,qvmv2rP,3
67605,rLmVeXN,3
67608,wRmzxPk,3
67617,LAw58gQ,0
67618,WP0dp8k,1
67620,eBO3xkm,2
67624,kbdR60m,0
67626,nAEA5a2,2
67628,oJmxzQE,0
67631,rLmLPPx,2
67633,wRmANjV,1
67634,ypgag5m,0
67636,92ZRZxZ,0
67637,ByZlnVQ,0
67638,LAw56jQ,2
67641,R5W7RNq,0
67642,R5WkjNn,0
67643,WP0o0Y7,1
67644,ZLWqjpk,2
67645,a6RkKR9,2
67649,nAEOq5V,0
67651,rLmV0VJ,2
67654,xamQrxX,0
67655,zPm273W,0
67665,oJmJWXJ,3
67672,LAwL59Q,1
67673,LAwLWaL,0
67675,OlwWXXA,2
67676,R5Wekan,1
67680,eBOVrd7,0
67681,kbdV8mL,1
67684,rLmKGAZ,0
67686,wRmAEjB,2
67689,ypgjyNW,0
67694,6rYpj5Q,1
67695,70N0Evx,0
67699,ByZmlGQ,1
67700,G2wVlLk,0
67704,Olw59xn,0
67705,OlwlRgz,1
67708,VqxqKBZ,1
67709,XrPGPjn,0
67710,a6R5NR9,0
67711,dByobm8,0
67712,joJGrOE,1
67713,joJqOxw,0
67714,lrz3qVr,3
67715,mWm39jE,0
67716,nAEOKR3,0
67717,oJm59zP,0
67719,rLmkPpZ,1
67723,AoZoAGV,3
67725,OlwWrZE,0
67728,XrPG9P2,3
67734,joJGkVm,0
67736,nAE7OPx,0
67741,zPm3aJB,3
67744,70N0Xyv,1
67748,ByZyk67,0
67749,G2w276w,1
67750,G2wkjEw,1
67751,JBwqQ3Z,1
67754,NWEWQBQ,0
67757,P8wO73y,0
67759,R5W7VLp,0
67764,VqxGVGZ,1
67766,XrPrgZx,1
67768,ZLWGY6N,1
67773,kbdqLKL,1
67775,mWm3NLa,1
67776,mWm5OLa,1
67778,qvmjLyL,0
67780,xamXdaX,1
67785,8rZJG0x,2
67786,ByZAYo7,3
67787,ByZyonw,2
67788,G2w570n,2
67789,JBw5GO6,3
67791,R5Weez6,0
67792,Vqx5jNQ,2
67794,a6RvVOv,0
67795,eBO3YEA,3
67797,joJqkb2,0
67798,kbd6jOL,0
67799,mWmy2vZ,2
67800,vL9zYzO,2
67801,zPmPOdl,2
67802,zPml3YB,2
67804,JBw5JJ9,0
67805,JBwzXLJ,3
67809,a6RB0ej,3
67811,bea6JQr,3
67813,dByaOPe,3
67814,eBOVGXG,3
67815,eBOXP9K,3
67817,kbdaLP9,3
67819,vL9dv66,3
67829,LAwzpp8,3
67833,oJmjn75,0
67842,YvWv5gm,3
67848,70NaQg9,0
67852,OlwxjOZ,2
67854,XrPoW2w,1
67855,a6RGA78,0
67860,mWm5QrE,1
67872,YvWA9K0,3
67876,nAEAZre,3
67878,xamke0J,0
67883,92ZRWoL,1
67885,AoZKpax,1
67886,ByZAV6Q,0
67887,ByZAen7,1
67888,ByZVv9l,1
67890,G2w2yaO,1
67891,G2wQzmw,1
67892,G2wVv7v,0
67895,K7w5PEj,1
67899,R5WAlq6,1
67900,R5WkNR6,1
67903,WP0G8b7,1
67905,YvWEyAQ,3
67906,YvWYxxj,1
67908,ZLWqa3d,1
67909,a6RBgGL,1
67910,a6RkBg2,0
67911,dBy95wO,1
67913,eBO5OQj,1
67915,joJqLnG,0
67916,joJqQRw,1
67917,kbdV8Gg,1
67921,nAEgBpx,1
67927,vL95vJL,1
67928,wRmzZZE,1
67929,ypg8Woq,3
67930,ypgkjBQ,1
67933,6rY00J3,3
67935,Olw5dQy,3
67938,nAEgkmE,3
67942,OlwxBBG,3
67943,rLm7olx,0
67947,NWEgYaQ,0
67953,eBO3Jjj,0
67959,K7wvJLO,3
67961,R5W9Qn2,3
67965,YvWvKd7,3
67967,dByo6Jd,3
67971,nAEV6Ow,3
67975,qvmjjov,3
67984,Vqx58lg,3
68002,eBO3OyX,3
68012,AoZRNPx,0
68014,G2w2E2O,3
68015,LAwZq3E,0
68018,Q6Y63o3,3
68025,E7w7jP5,3
68027,K7w7nXx,3
68029,YvWYgq0,3
68031,kbdbJym,3
68033,pjmxZXK,3
68037,G2wQjVO,0
68040,a6R5Aa5,0
68043,eBOXBwj,0
68046,xamkm0z,3
68049,92ZEAdl,3
68052,K7wLxNy,0
68054,NWEa9PQ,0
68058,P8wOleJ,0
68059,P8wgkBj,0
68063,Vqx5bLQ,3
68064,WP0Axbw,3
68068,ZLW23Pd,3
68069,a6RBP05,3
68074,mWmyRRa,0
68078,rLmKamE,3
68083,8rZ3G3x,0
68086,JBwxQK7,3
68088,P8wgLgA,0
68089,YvWgOjG,3
68093,YvWvZYk,3
68098,Olw5PvZ,3
68099,Vqx6226,0
68100,WP0PPwY,3
68104,rLmKd8n,3
68105,vL9vNlo,3
68107,ypgaxkQ,3
68109,70NoWxL,3
68110,8rZrnoW,0
68112,G2wAy3k,1
68115,a6RG9l2,0
68116,beaBxeY,0
68117,beaejXj,3
68121,qvmGXvl,0
68124,ypgpXl5,3
68125,zPmPwOB,3
68127,5rZ3Gge,0
68134,WP0Pg93,0
68137,YvW6Gnm,0
68141,dByGgYB,3
68143,vL9vWoX,3
68145,zPm2oAx,0
68147,8rZ3yX2,2
68148,92ZE92j,2
68149,AoZVNR6,2
68151,ByZoRrl,0
68152,G2wQ5gd,2
68153,G2wVz6k,0
68154,JBwBv37,1
68155,JBwqYWe,2
68158,LAw5GYY,2
68159,LAwZzAE,2
68160,Olw53eG,2
68162,Q6Y0m8k,2
68168,YvWEV9A,2
68169,ZLWq3KV,0
68170,a6Rq5Aj,1
68171,beaLppJ,2
68173,lrzmW2P,2
68174,mWm3EyN,2
68175,mWmARW8,0
68176,mWmE0Xr,0
68177,mWmbwaE,2
68180,qvm7oGP,2
68182,rLm8xJ0,1
68183,vL9vOBP,2
68184,vL9vkRX,2
68189,LAwzZe6,3
68191,gjkGBOA,3
68193,beaQXYn,3
68201,XrPE8l2,3
68203,eBOXLYK,3
68204,eBOXLpj,3
68212,6rYoE9r,3
68214,LAwRyyQ,3
68219,E7wk6AG,0
68221,LAw5b7E,0
68226,Vqx6Q6Z,0
68232,mWmWbwZ,1
68233,mWmWvAN,0
68236,qvm7XlL,1
68245,E7wkmlb,0
68249,OlwxVgZ,3
68253,Vqx97a9,3
68256,nAEzokV,0
68258,vL95nK6,0
68261,E7wmxWb,1
68263,JBwxEj8,0
68266,LAwWXLL,0
68267,NWE2Gpg,0
68270,Q6YnwAr,1
68272,VqxwQEA,0
68275,YvWGabk,1
68277,a6R5ERy,0
68278,a6RGeV5,0
68279,eBOXY69,0
68281,xamaK6K,0
68283,5rZgoYG,0
68285,ByZVeg9,3
68293,eBO33Lx,3
68296,qvmj6Ry,3
68297,qvmvJpL,3
68299,rLmk76x,3
68300,vL9jOVV,3
68301,ypg0m70,3
68304,6rYrZrq,0
68305,8rZeavy,1
68307,AoZKkZp,1
68308,ByZlJQQ,1
68313,Olw5dnr,1
68314,OlwxgOA,0
68315,OlwyKZr,1
68318,VqxWadn,1
68319,Vqxdlng,1
68321,ZLWwQx9,1
68324,dByBBwd,0
68325,eBOX3wK,1
68326,gjkWzVA,0
68327,kbdzL29,1
68329,rLmVj2Y,0
68336,K7w5RRg,0
68338,Olw3yWZ,1
68339,Q6Y6doN,1
68341,R5Web06,1
68346,a6RqNG5,0
68352,qvmeqz9,1
68355,JBwBNyq,0
68356,K7w7N0p,0
68358,R5Wk5pq,3
68360,XrP6qZx,0
68362,wRmLjzk,0
68364,ypg8pLy,3
68366,6rYpGq3,3
68368,P8wg2mV,3
68370,Vqx92aL,3
68385,kbdRoZA,3
68386,qvmjoKL,0
68387,qvmzJzl,3
68389,vL9jeBO,3
68395,K7wQRkJ,0
68397,NWE8AAg,3
68398,OlwlBPk,0
68399,OlwyBoz,0
68400,Q6YnnGN,0
68404,a6R5yAx,0
68409,kbdbZ8r,0
68411,mWmEq8Z,0
68413,oJmJaXa,3
68422,JBw5wN9,1
68428,P8wq8Pj,0
68429,WP0PQ6Q,0
68432,dByaZ3d,0
68434,eBO3klK,1
68437,oJm53kE,1
68439,rLm58RE,0
68440,rLm7GaJ,0
68444,xamlBrJ,0
68447,70NVvYv,0
68454,VqxdPzZ,0
68458,mWm59Kv,0
68459,oJmJBd8,0
68465,G2w5Pjb,3
68471,8rZLbP2,1
68472,AoZlNbN,1
68473,AoZo6BN,1
68479,LAwzwmZ,0
68480,NWE2lN7,0
68481,NWEx3AY,2
68485,OlwxErk,2
68486,Q6YOKvg,2
68487,R5W9Z5Z,0
68490,VqxdrWY,0
68496,lrz5yY8,2
68499,nAEg7v3,2
68501,qvmj7g5,1
68502,rLm88wn,0
68504,zPm3W3q,1
68506,6rYpqBV,3
68510,AoZRkOY,3
68514,OlwWeWy,0
68515,P8w56bl,3
68522,kbdaGdg,0
68525,qvmvXG5,0
68527,wRmzvxx,3
68529,5rZJllG,0
68533,gjkWZmX,3
68535,xamRLwW,0
68536,zPmlVAl,3
68538,R5W9y7n,3
68540,beaKp2n,3
68545,vL955po,3
68546,vL9LRe6,3
68548,6rYpLB8,1
68549,8rZJGgW,1
68550,92ZyjWL,0
68551,AoZxgLV,1
68553,LAwRdVE,1
68554,NWEae77,1
68558,R5WAgYl,1
68560,Vqx6xbR,1
68562,YvWGmJ0,1
68563,ZLWwGOz,1
68565,a6RBEl8,1
68566,a6RGJJ7,1
68567,a6RkgKj,1
68569,mWmAYBe,1
68571,nAEzGXY,0
68575,zPmPZjx,1
68578,dByYoK9,3
68584,ByZAY5l,3
68585,ByZJmQl,0
68586,ByZmyvQ,3
68589,K7w7zpy,3
68591,OlwWdkE,0
68598,VqxqE0n,3
68599,VqxqWZQ,3
68606,joJKb6m,3
68611,oJmJ6E9,3
68612,pjmxrlK,3
68613,qvmvJrP,3
68618,5rZgEGy,0
68620,E7w7lvP,3
68621,G2wQdOw,3
68623,K7wvdZy,0
68624,XrPrVww,3
68625,joJKE32,0
68633,OlwxbvE,3
68635,Vqx9Lkx,3
68636,YvWEjbj,3
68643,qvmza5q,3
68646,zPmaOGq,0
68647,5rZ3AeG,3
68648,5rZg3Yl,0
68650,92ZyV3N,0
68651,AoZlQqY,0
68654,K7wQNwY,3
68655,LAwL25Q,3
68656,Q6YBqok,0
68663,a6RvpR5,0
68667,kbdzzpV,0
68670,mWmyave,3
68672,xamQqqb,3
68673,ypgpZ00,3
68683,rLmL30m,0
68684,wRmjpEL,0
68685,xamXz6W,3
68686,5rZ3Gvq,3
68689,E7w5zN7,3
68693,lrzJjd0,3
68695,6rYr0RV,0
68697,K7wLy5Z,0
68699,NWEaA9p,0
68700,Q6Y0jA7,0
68701,R5WkNzJ,0
68702,Vqx5GOQ,1
68703,WP0PKxY,0
68706,joJqedE,0
68708,mWmEYeN,0
68709,nAEgJlE,0
68715,5rZ3lJe,3
68717,70NObVY,3
68721,JBwBQ8L,3
68723,Olw5VAz,3
68724,XrP6d7x,3
68729,ypgk8Vx,3
68730,zPmyVXK,0
68732,5rZLzdL,0
68740,JBwJP3L,0
68742,LAwz7V8,1
68743,NWEagnp,0
68749,a6Rk6pX,0
68752,eBOW8b3,0
68755,gjk57qX,1
68756,gjkE6Ay,0
68757,kbdR9lA,0
68758,kbda5o7,0
68760,qvm7kzG,0
68766,70Na8wP,0
68773,NWE2E5g,3
68777,Q6YAnj5,0
68780,WP0ELjY,0
68781,XrP0AQ8,3
68786,kbda0jV,3
68789,lrzrY55,3
68792,rLm5xgn,3
68796,xamkQwP,0
68798,5rZLzVG,1
68801,92ZRGxA,3
68802,AoZ32x6,0
68803,AoZoepr,3
68819,YvWgRr5,3
68820,ZLW233k,3
68821,a6R60Lv,0
68824,dByYOgP,0
68825,eBO32ey,3
68835,ypga885,0
68836,ypgjR02,3
68838,5rZ709a,3
68839,JBw5828,3
68841,5rZ728Q,0
68843,8rZ33Zx,1
68844,ByZAbj9,1
68847,JBwqwOe,0
68856,Vqx5ryQ,0
68858,WP0YRJP,0
68861,ZLWLk98,1
68863,bea3gG3,1
68864,dByBrY9,1
68867,lrz3NBR,0
68868,lrz90B8,1
68869,lrzazN8,0
68870,mWm3yVy,0
68872,pjmOYbV,1
68873,pjmeqma,1
68876,qvmvkYv,1
68878,xamnYkK,1
68880,5rZ73Pa,3
68887,5rZ73oK,0
68889,JBwq977,0
68891,JBwvo09,0
68892,K7w7pxJ,3
68894,Olw3rBr,3
68895,OlwW6wr,0
68897,XrPr6K6,3
68898,beaYoyG,3
68900,pjmWyrV,3
68902,rLmkVQV,0
68903,vL9L5aX,3
68905,xamRazR,3
68906,5rZ75Ar,0
68909,92Z2dx3,0
68911,ByZVO70,3
68913,E7w57Pb,0
68914,G2w5xx0,0
68916,K7w7e6Y,1
68919,LAwAYq8,0
68920,NWEWR0Y,1
68921,P8wAPOB,0
68928,XrPEpQZ,0
68929,XrPoqVP,0
68932,YvWv0Op,1
68934,a6R6G55,0
68935,a6RN2w2,3
68937,a6Rvgj5,1
68938,dByBBL8,1
68942,joJqWXN,0
68943,kbdzorg,0
68946,qvmegx5,1
68948,rLm5Ylx,0
68950,xamaW3b,1
68951,zPmyknx,0
68952,5rZ78Ga,1
68953,AoZVVZj,0
68954,AoZxOej,2
68955,E7w5AGL,2
68956,E7wmOjO,1
68965,a6RGany,1
68966,eBO3w93,2
68967,eBOqePx,1
68968,gjkGnjp,2
68970,pjmxo6q,0
68971,5rZ78vr,1
68973,92ZymeL,0
68983,R5W9ox8,2
68986,beaer6Z,2
68987,dByaZVr,1
68994,xamkY2W,2
68996,5rZ7AgQ,1
68997,8rZLole,2
69001,Olw3qkw,0
69002,XrPrlZ8,2
69004,gjk537A,3
69005,mWm5ePZ,0
69006,ypg0KYy,0
69007,5rZ7Vvl,0
69008,70NV9Eo,3
69009,8rZERaW,0
69012,5rZ7Xrl,3
69019,K7wLdLx,0
69023,R5WABP2,0
69024,R5Wn6g6,3
69025,XrPoqoP,3
69030,gjkGV9B,3
69031,gjkOKN0,3
69032,lrz3jgQ,3
69034,pjmWL3L,3
69036,qvm7Lgl,3
69037,qvm7OWo,3
69038,qvmbJg5,3
69041,zPm3QYl,3
69042,5rZ7r2y,0
69043,6rYd32Q,0
69044,70Nvw39,0
69045,70NzzbA,0
69048,K7wlgKg,3
69049,LAwzmWe,3
69051,OlwWQar,0
69053,Q6Y0zRg,3
69055,Vqx5G5Y,3
69058,ZLWLnv9,0
69061,gjkdl7d,3
69062,joJo98O,3
69063,kbdapzW,3
69064,qvmGqAP,0
69065,xamk7Eb,3
69067,5rZ7vne,3
69070,ypgjLdl,3
69071,5rZ7y8r,0
69074,qvmEYJq,3
69075,5rZ7yZQ,0
69077,K7w5GKx,3
69078,a6RBdG5,0
69079,eBOWrAK,3
69082,rLmjadN,3
69084,5rZJ0Ra,0
69085,8rZgG96,1
69086,8rZvNQx,0
69087,AoZoZNB,0
69088,G2w2w8B,0
69090,NWExREj,0
69092,Olw3Nxk,0
69093,Olwx5Bk,1
69096,R5W5oYJ,0
69097,VqxdNVg,1
69099,XrPrWPZ,0
69102,eBOBKxy,3
69104,pjmeqw5,0
69105,vL9Ll3L,0
69106,vL9d8ra,1
69107,wRmjEAZ,0
69108,ypg8zgm,0
69109,5rZJ0al,0
69111,ByZV0gK,0
69113,R5W9eoq,0
69120,qvmjwql,1
69125,5rZJ9NG,3
69127,8rZrGPo,3
69129,ByZAqGw,0
69138,Olw3OJA,3
69140,Q6Y7myN,3
69141,Q6YndVk,3
69142,R5Wkwbp,3
69144,YvWG8rj,3
69145,ZLW6VNk,3
69146,a6R6RYL,3
69148,gjkOrA3,3
69149,joJG3LN,3
69151,joJopnO,0
69153,kbdzXGW,3
69154,lrzJbk2,0
69158,qvmzqY5,0
69165,5rZJL5e,3
69166,LAwzp2Y,3
69167,5rZJXZl,1
69168,6rY0KwR,1
69169,8rZeWW2,0
69172,K7wvJbd,0
69173,NWEg3vg,1
69175,YvWgonQ,0
69178,dBy9x7O,0
69179,dByJmpA,1
69180,eBOXGw9,1
69181,eBOXRLm,0
69186,pjmWa3a,0
69188,wRmzA5B,0
69189,5rZJYQL,3
69190,8rZeQAj,0
69195,E7wqwLA,0
69196,Q6Y7rLq,3
69197,Q6YOq2o,3
69202,YvWgWLj,0
69204,ZLWwJJd,3
69207,joJG3ON,3
69213,5rZJjVl,1
69216,92ZNlJZ,3
69217,AoZ3nlm,1
69219,ByZVJXQ,0
69224,Olw3Non,0
69237,rLm5mp0,3
69238,xamQkRJ,0
69239,ypg89mJ,0
69243,5rZJkVl,3
69248,YvWg05Q,0
69252,qvmv9GL,3
69255,5rZJn5a,0
69256,E7wqnyV,0
69260,NWEgEjK,0
69261,Olw5mmG,0
69264,a6Rvyz5,0
69267,joJBBpN,3
69268,joJRee2,3
69272,5rZJwka,2
69273,AoZKgRN,2
69275,E7wqjVG,2
69277,K7wL6qv,0
69278,LAwz08E,2
69280,P8wgmeV,0
69281,Vqx6dgn,2
69283,XrPo8Nn,0
69285,YvWYYdm,0
69286,ZLW27N2,1
69287,a6RvJgv,2
69289,gjkWmWd,2
69290,joJqE3N,2
69295,mWmE96v,1
69296,oJmjYAy,0
69298,qvmzwq5,1
69300,5rZJypQ,3
69303,5rZJz5r,3
69304,8rZe0Ne,3
69306,AoZxmQp,0
69307,YvW6AOm,0
69309,5rZL03K,3
69310,ByZJwV3,0
69311,NWEx57Q,3
69313,WP0EJyY,3
69314,ZLWqvlg,3
69315,dByG9Nd,3
69316,eBO3A9G,0
69318,5rZLBvL,1
69319,5rZrdYr,2
69322,ByZy57Q,0
69324,G2w2rzw,1
69325,G2w5EQB,1
69328,K7wv8Ox,2
69329,Olw6Ozn,0
69330,VqxwOe6,1
69331,a6R5Al9,1
69332,eBO5doG,0
69333,eBOBn6A,0
69334,eBOVmeK,1
69335,kbdRZLg,1
69336,kbdqGjL,0
69338,mWmEpPz,0
69339,nAEAdWx,1
69340,nAEOqEP,2
69343,vL9jERo,0
69344,wRm7Rkr,1
69346,wRmRW6k,1
69348,zPmZ70l,2
69349,5rZLEKr,3
69352,5rZLGNk,0
69353,70Nan7o,3
69354,8rZLP2p,3
69355,YvWYdaj,3
69359,pjmO6RG,3
69360,5rZLJkG,3
69368,R5W5Rq2,0
69371,Vqx5rWA,3
69372,VqxGxwx,3
69374,qvmkmKP,0
69378,5rZLK9Q,3
69381,5rZLLyL,3
69382,6rYrwVq,3
69384,NWE2GeK,3
69386,YvWYvam,0
69388,mWm5Nde,3
69389,xamQQv2,0
69390,5rZLOJl,3
69392,JBwBp9q,3
69393,Vqx60xg,3
69398,5rZLXJQ,0
69400,92Z2ZNZ,3
69402,K7wlmXO,3
69404,LAwRmXZ,3
69407,lrza7lW,3
69409,rLmLv0m,3
69413,5rZLZwK,3
69415,ByZAZJQ,0
69421,oJmjEg6,0
69423,5rZLbPq,3
69424,6rYrjzx,3
69428,5rZLeBq,3
69430,mWmWd28,3
69431,5rZLjzQ,0
69433,6rYAJE8,0
69434,70Nvxzx,0
69435,8rZJKLx,1
69440,WP0AKWQ,0
69446,5rZLmwy,3
69447,5rZLoRl,0
69448,NWE3gPm,3
69451,ypgaZZ5,3
69452,5rZLoqq,0
69453,6rY03Vr,3
69455,ByZm6EK,0
69456,JBwJ7Jd,3
69458,Olw5Nxn,3
69462,ypgaA8J,3
69463,5rZLqKy,3
69474,beaeYJZ,3
69481,5rZLxJL,3
69489,eBOVYJ3,3
69495,qvmzQoy,3
69496,wRm7qGx,0
69497,5rZLxya,0
69498,70Nane8,3
69499,92Zok3L,3
69500,ByZVBz3,3
69503,P8w5xrl,0
69507,a6R6wOy,3
69511,joJR2g2,3
69512,kbdVEZV,0
69515,vL9bZZL,0
69517,5rZLyAr,3
69518,92Zyoox,0
69527,ypgpBn5,0
69529,zPm2Xzq,0
69530,5rZLyKG,3
69531,5rZzYOq,3
69532,AoZVRyw,3
69533,G2wVOrW,3
69534,JBwJZxd,3
69540,wRmRZGB,3
69542,5rZLzay,3
69543,8rZ3E0E,3
69545,JBw5588,0
69547,Olw5NAB,3
69548,a6Rk5x5,3
69549,kbd6X5W,0
69551,lrz5LZ2,0
69553,qvmGrRy,3
69555,5rZg8Re,3
69556,92ZyrY3,0
69559,JBwJ9YJ,3
69566,R5W5mL2,3
69571,a6RkZkL,3
69574,eBO3Zq9,3
69575,eBOB00y,3
69576,eBOVzv9,3
69577,gjkGV2B,3
69578,joJBxLm,3
69582,qvmkzNl,3
69583,5rZgGLQ,1
69585,AoZlLZj,1
69587,E7w7dEP,0
69593,R5W55w0,0
69595,bea6zvz,0
69599,oJmB8jy,1
69600,vL9bLy3,0
69604,5rZgK8e,3
69607,K7wvnZy,3
69608,R5W9AQq,3
69611,eBOBegx,3
69615,5rZga9e,0
69616,70NppKL,3
69617,92ZokGB,3
69619,AoZlxxB,3
69622,K7wLbOd,3
69623,LAwLyXO,3
69625,Olw33gy,3
69632,XrP6wP6,3
69636,eBO3O8x,3
69637,eBOBKZK,3
69645,vL9v9NG,3
69650,5rZge9K,3
69651,6rYdkgR,0
69655,VqxW6lZ,0
69657,a6RqrOx,3
69660,wRmAEkE,0
69661,5rZgkOe,0
69662,AoZoV2N,0
69663,JBwxxEJ,3
69664,WP0d95Y,0
69666,a6RGgdv,3
69667,joJo9B2,3
69668,mWmyrer,0
69674,5rZgrvq,0
69681,NWE8dpk,0
69682,P8wA70A,3
69685,Vqx5P7g,0
69688,gjkWzpz,0
69690,nAEAX03,3
69691,oJmOyj8,0
69696,rLm5xZj,0
69697,rLmLQXE,0
69698,vL9bxGa,0
69699,vL9dxxa,0
69701,wRmLBZx,3
69702,wRmznok,0
69703,ypgp2yy,3
69705,zPmVOjA,3
69706,5rZgwEa,1
69716,E7wk3qb,2
69717,E7wq2KO,2
69719,G2wdWvd,2
69723,JBwBVoq,0
69726,K7wLpJJ,1
69731,Olw3VXr,0
69732,P8wgqWp,2
69734,Q6Ynga5,2
69736,WP0Yj9X,2
69740,ZLWGQGk,2
69749,lrz9kaR,2
69750,lrzJvBQ,1
69754,mWmyXQy,2
69759,pjmWYlG,2
69762,rLm50vY,0
69764,vL95oqX,2
69765,vL9Lly6,1
69770,wRmLE5A,2
69773,xamaWpR,2
69781,zPmV8lx,2
69784,dBy9R9A,3
69786,ypg3Ezq,3
69789,LAw5vNZ,0
69791,OlwW9BB,0
69794,VqxwGq6,0
69795,a6RGlPx,0
69796,joJKRmN,3
69803,OlwyXmz,3
69804,eBOqnWj,0
69807,vL9v3Bo,0
69808,ypgjdy0,3
69812,8rZeGJj,3
69817,E7wq7Yb,3
69818,E7wzB8V,3
69823,NWEx6qg,3
69826,Olw6JBr,0
69830,joJoglG,0
69831,mWmWnor,0
69832,qvmGL0y,3
69833,rLmK9eJ,3
69834,vL9LBVG,3
69836,5rZo2YQ,3
69839,kbdRLj9,3
69840,xamle2P,3
69841,5rZo2eQ,1
69845,ByZJr7d,1
69848,G2wVlqy,1
69850,R5WeaY6,1
69851,Vqx5G39,1
69853,YvWvO2k,0
69854,dByGO0q,1
69855,eBOVmn3,1
69859,kbdVlb9,0
69861,lrzmE55,0
69863,mWmWXXZ,1
69864,rLmKBEE,0
69865,vL9jqwX,0
69867,ypgjXKJ,0
69868,5rZo3nl,1
69870,G2wkRoy,0
69873,Q6Y7jKa,1
69877,xamXPlJ,0
69878,ypgkpXm,0
69880,5rZoAlG,0
69881,P8w5zXJ,3
