,policy_nr_hashed,cluster
36222,YvWEGJ0,0
36226,a6R5gkX,1
36229,dBy9G7B,0
36230,dByY3N8,0
36231,eBO5oWG,0
36233,gjkE5Ep,0
36237,lrz5Ngr,0
36239,mWmWXkE,1
36240,nAEO38e,1
36248,xamQB7z,0
36249,ypgpEAW,1
36252,zPmZpgo,1
36255,5rZ7WQr,0
36257,E7wkAYA,0
36258,G2wA2Bk,0
36259,G2wVBrv,3
36262,LAw5qje,3
36263,Olw3G9k,3
36264,Olw5R8A,0
36266,VqxWaPY,0
36267,XrP6w9x,3
36268,ZLWGbKN,3
36269,ZLWqpoG,0
36271,eBOVj3y,3
36272,joJol32,0
36274,mWmbNey,0
36277,rLm5wRV,0
36278,vL95PP3,3
36279,wRmL3nE,0
36280,wRmXz5k,0
36281,wRmjBNd,3
36282,ypga3JQ,3
36284,2LJ0bYJ,1
36285,3Rd0E7a,1
36286,3Rd9EjY,1
36287,3RdO5nN,1
36288,5rZLzjL,0
36289,6rYpaWq,1
36291,8rZLK7W,1
36292,92ZLkpx,0
36293,AoZozww,0
36297,E7w76BL,0
36298,E7wkrp7,0
36300,G2w5mLv,0
36308,NWE220m,0
36310,OlwyE6E,0
36316,YvW6rO7,0
36317,YvWE2nP,1
36318,YvWE9op,1
36323,eBOVNVK,0
36328,pjmAKY5,0
36329,pjmbZea,1
36330,pjmxWmA,0
36332,qvmjEmy,1
36335,vL9LOm3,1
36336,vL9bek3,1
36341,ypgpd3y,1
36344,3RdRbeA,2
36347,6rY0ALk,2
36348,AoZlBgw,2
36351,LAwAlap,1
36353,R5W53wn,1
36354,VqxqWPA,1
36356,YvWAGnQ,2
36357,YvWGaxP,2
36362,lrz3lXv,2
36363,lrzJAqR,1
36364,lrzm3e0,2
36365,mWmW3ee,2
36366,mWmbZ8e,2
36367,mWmbpmZ,2
36368,qvmz9YG,1
36371,0WKa0dZ,0
36375,ByZQzgW,3
36376,JBwvPQe,0
36377,NWEWp7p,0
36378,Olw3Own,3
36382,WP0Yz7w,3
36394,zPmlkpd,3
36395,0WKa2rX,0
36397,70N03No,0
36399,E7wzp3X,0
36405,beaQ8zr,2
36406,beae3vj,0
36407,dByYGyP,2
36409,0WKa5Ja,0
36410,2LJAgVJ,1
36412,5rZrE0e,0
36414,70NonV9,1
36415,92Zdg6B,1
36416,AoZxOBr,1
36418,E7w7zNx,1
36419,E7wZLQb,0
36420,E7wmVyb,1
36421,JBw5bkL,0
36422,JBwBLaL,1
36423,JBwzgR8,1
36428,OlwlgLw,1
36430,VqxdkAA,1
36431,XrPEGEL,1
36432,XrPrK5Z,1
36434,YvWYWxm,1
36435,ZLWqZqz,0
36436,a6R5Ok9,1
36437,beaelkg,0
36438,dByGo09,1
36439,eBOX35j,0
36443,joJqwLN,1
36445,lrzr0nR,0
36446,nAEAzjN,1
36447,nAEzQeV,1
36448,pjmbrvl,0
36449,pjmj05l,1
36450,pjmkRA5,1
36452,qvm7KVy,1
36455,rLm5enZ,1
36456,rLmKZJN,1
36457,vL9LGJ3,1
36459,wRmzEPB,0
36460,0WKaB9B,3
36462,R5WkYyZ,0
36463,a6RB837,0
36465,wRm7edA,0
36466,0WKaEy6,0
36469,3RdRR0Y,0
36470,5rZg0my,1
36473,92Zdnpj,3
36474,92ZyGmA,0
36475,AoZEBJV,0
36482,Q6YnWko,1
36484,R5W9BRZ,0
36485,Vqx6GRL,0
36486,XrPGjZ2,1
36487,XrPoR0n,0
36488,XrPrrGa,1
36490,a6Rvznx,0
36491,bea6e3r,1
36492,bea6xda,1
36493,beaQNZZ,0
36494,joJKgA2,0
36495,lrz3bAr,0
36496,nAE3P0N,0
36498,qvmGvLl,1
36499,qvmbyJq,0
36500,rLmk7rx,0
36501,vL9jnW3,1
36504,xamRxm2,0
36508,0WKaJAq,3
36512,Q6Y6bVg,3
36515,rLmkAJx,0
36518,0WKaJqO,2
36519,0WKoyEZ,2
36520,3Rdzz7e,2
36524,92ZRYEl,2
36526,ByZQknW,2
36528,JBw5mY8,2
36529,JBwqVm8,2
36531,K7w5VwZ,2
36532,LAwWQle,2
36536,WP0YnzQ,2
36537,eBO3yZ3,2
36538,gjkOpBA,2
36539,joJBWRJ,2
36541,vL957a3,2
36542,vL9bzN3,2
36546,zPmZE0A,2
36547,0WKaK5a,3
36548,2LJk0LJ,3
36549,6rYrdaQ,3
36551,G2w2kqv,0
36554,P8wqWPy,0
36555,R5W7xll,3
36557,WP0AwOJ,3
36558,a6R5awx,3
36560,oJmByEJ,0
36561,0WKaKVm,0
36563,5rZ3vKy,0
36569,K7wLdvx,3
36573,NWEWkrr,3
36577,R5Wev88,3
36578,WP0Gn7L,3
36582,dByoYVO,3
36585,lrzrrP2,3
36586,nAEOQ8x,3
36588,pjmblyA,3
36590,vL9LWzP,3
36592,wRmR09E,3
36596,0WKaKmm,1
36600,8rZrzW6,1
36604,AoZlP5N,0
36608,ByZlRgK,1
36612,NWEalzg,1
36614,P8wOkjy,1
36616,R5W5p0n,1
36617,R5WnYO6,0
36619,VqxwGBZ,1
36620,WP0ELoX,1
36623,a6RBdOy,0
36626,beaBlLn,1
36631,eBOWRjG,0
36632,lrzrygQ,0
36634,oJmOOmP,0
36639,vL9vO7o,1
36642,ypgaJ2y,0
36645,0WKaL2O,3
36646,2LJVbrw,1
36658,ZLWLoXV,1
36660,gjkWwbp,0
36663,mWmEzWE,1
36664,nAEVlvw,0
36667,qvmGpnq,0
36668,qvmeYPZ,1
36669,qvmkowZ,0
36674,0WKaLQ6,0
36677,92ZyxAw,0
36679,AoZln6r,0
36680,AoZxWg6,0
36683,E7wmw6b,3
36684,G2wVXWB,0
36686,LAwZkJQ,0
36689,Olw3b7A,0
36691,R5W99BJ,0
36692,R5WeWjq,0
36695,a6RvbZ5,3
36696,eBOqe9j,0
36697,kbdqW7g,3
36699,lrz90oP,0
36701,mWmbxJa,0
36703,nAEArEY,3
36706,qvmGd6o,0
36711,zPm2Y6q,3
36712,0WKaN6Z,1
36715,6rYA3Lk,0
36717,92ZR9jL,2
36730,ZLWEwZV,1
36741,qvmGNB9,0
36743,wRmLEEr,0
36745,xamX9wP,1
36747,0WKaNYq,1
36757,E7wq63G,2
36764,K7w57eY,1
36765,K7w7wgv,0
36771,Vqx55Yx,1
36772,Vqx56zg,0
36774,ZLWqNdN,1
36777,beaQ29r,0
36780,eBOW6K9,1
36781,eBOWGrj,1
36783,gjkOaqd,1
36784,gjkOeZR,2
36789,nAEzVYY,1
36798,vL9dz6o,1
36803,0WKaO55,0
36804,3Rdbe5e,0
36806,5rZLRke,0
36808,70NoPOA,0
36809,8rZLv7W,1
36812,LAwqjvp,1
36813,NWE23km,0
36814,P8wg7nG,0
36816,Q6Y7LgN,0
36818,eBOqgby,0
36820,oJmB79b,1
36822,vL9505a,0
36823,xamQXqJ,0
36824,0WKaOzO,3
36826,ByZlENa,3
36832,0WKaQ6X,1
36833,2LJpg0x,2
36834,5rZ7l0K,1
36835,8rZempm,0
36836,8rZryZx,1
36837,ByZA337,0
36840,K7wlzyx,0
36841,K7wvrWy,1
36842,LAwzdZ6,2
36846,WP0P8GJ,2
36849,pjmbY2W,1
36850,pjme0Oq,2
36852,qvmGYKy,1
36857,0WKaQJa,2
36859,3RdzBwa,2
36862,5rZ7W5e,2
36863,70NV8zY,2
36864,8rZvVbo,2
36867,E7w55V5,2
36871,JBw5Ek9,2
36872,JBw5eye,2
36873,JBwx0gL,2
36874,LAw5d88,2
36875,LAw5vEe,2
36876,LAwAgwe,2
36877,Olw6W6y,2
36878,Olw6qrA,2
36879,OlwWaEZ,2
36880,OlwWlNB,2
36881,R5W7ElZ,2
36883,WP0onQX,2
36884,YvWY057,2
36885,ZLW65vd,2
36886,beaQydg,2
36888,dBy976q,2
36889,dBy9ZKd,2
36890,dByG75P,2
36893,joJRrE2,2
36894,joJqQpN,2
36895,mWmbpZR,2
36896,nAE7RXn,2
36897,nAEgz2P,2
36898,oJm5W6b,2
36899,oJm5gL6,2
36900,qvmGx7q,2
36901,vL9zRVX,2
36902,vL9zjoa,2
36906,xamQ9vW,2
36907,ypgaqQq,2
36908,0WKaQk5,1
36910,3Rd0kwR,1
36911,6rYp8rR,1
36912,6rYrx6R,0
36916,8rZ3obm,0
36920,ByZJ7k0,1
36921,ByZm2dW,1
36925,JBw5KJN,1
36926,JBwvAW9,0
36928,K7w5bgZ,1
36929,K7w7AZd,0
36930,K7wL6Ad,1
36931,K7wlejv,0
36932,K7wvl2d,1
36933,K7wxEKZ,0
36934,LAwZzP8,0
36936,Olw6JeZ,0
36938,Q6Y5dbg,1
36941,Vqx503g,1
36942,XrPGVBn,0
36943,ZLWL93g,1
36945,a6R6gP8,1
36947,beaLxbn,1
36951,eBO5ZXy,1
36952,eBOq6VX,1
36954,gjkO8qp,1
36956,mWm30wr,1
36957,mWmEwJa,0
36958,nAEzRG3,0
36960,oJmxBr9,0
36961,oJmxNwy,1
36963,qvmvGzZ,1
36964,qvmvLP9,0
36967,vL9LkJL,0
36968,vL9jv23,1
36970,ypg0NZ0,0
36973,zPmlvwl,1
36974,0WKaQl5,0
36975,2LJAZxx,0
36977,70NovzP,3
36980,E7w7Z3b,0
36988,P8wOZbl,0
36990,ZLWqx7x,0
36994,eBOBeEx,3
36995,joJq6m2,0
37002,vL9zoj3,3
37003,0WKaVg5,0
37004,3RdRGoa,1
37005,5rZr6Ve,3
37006,6rYozBq,0
37010,92ZdyGx,0
37013,E7w5Jy7,0
37015,K7wvRpZ,0
37017,NWE3d6g,0
37018,Olw33Qr,0
37019,R5W9VP2,0
37024,mWmWava,1
37025,vL9z9RO,0
37027,0WKaWLa,1
37030,2LJkkX5,2
37032,3Rd9RdY,1
37038,8rZ3lmW,2
37040,92ZRknx,1
37041,92ZoyRr,2
37045,ByZJZ23,0
37058,Olwlo8y,1
37060,P8wqxLA,0
37062,R5W5vl6,1
37067,YvW6YLj,2
37068,YvWg9pG,0
37069,a6RB3j2,2
37071,a6RkBxj,2
37072,a6Rv2z8,1
37082,kbdqpYg,1
37084,nAEz9o3,1
37085,oJmjeKy,1
37087,pjmOmx5,0
37088,pjmxd5G,0
37090,rLmkjpN,1
37092,vL9LkQ6,1
37093,vL9dOqL,1
37094,vL9zprL,1
37098,0WKaWPB,0
37099,5rZJ9Ke,0
37100,5rZzrJa,0
37105,AoZx0vm,0
37108,G2wVaeb,3
37111,NWEWOaj,3
37119,ZLWLPxk,0
37123,eBOBpAj,3
37124,eBOVWrm,3
37126,gjkderB,0
37127,joJqJ7E,3
37130,mWm5w7N,0
37131,mWmbmmr,3
37135,pjmxEzA,3
37136,pjmxXXa,1
37137,vL9LQl3,3
37138,vL9bBlP,0
37139,vL9zjNz,3
37141,zPm25bK,0
37142,zPmVZVB,1
37143,0WKaXnX,0
37145,AoZKWpx,3
37146,AoZovmx,1
37149,JBw5EjN,0
37151,Olw66GE,0
37154,Vqxd2zx,0
37158,mWmEOxr,0
37159,mWmERxy,0
37161,rLmKwPm,0
37162,ypgpVz5,0
37163,0WKaXpa,0
37164,0WKo29B,0
37167,3RdzKzR,3
37171,70NVvVo,0
37173,92ZRARL,0
37175,ByZJ7rW,3
37176,G2wAZ0d,3
37177,G2wQ6ad,3
37180,K7wvy9v,0
37184,Q6YOQ9r,0
37185,Q6Yn7Og,0
37186,R5W5zAp,3
37187,R5WelmW,3
37190,Vqx6kgL,0
37191,Vqx6kmR,3
37192,WP0d8a3,0
37194,a6RvrQ8,3
37198,eBO3XaG,3
37199,eBOBddy,3
37204,gjkd2b0,3
37207,nAEzYye,0
37208,pjmA8zl,3
37212,vL9LRNX,3
37213,vL9dyjL,3
37215,wRmjxNd,0
37219,0WKaY3q,0
37220,5rZgJxk,0
37224,ByZAEO3,0
37231,LAwR2Q6,1
37239,R5W9aB2,1
37240,R5WkmvW,1
37242,Vqx626x,1
37245,ZLWqNYg,0
37248,a6RvKR8,0
37250,dByaA2P,1
37251,gjkdjp3,1
37254,kbdav9P,1
37256,mWmymzR,1
37259,rLm8l3j,1
37266,0WKaYv5,0
37267,3RdRdzL,3
37270,E7wmLY5,3
37271,JBwBB59,3
37273,K7w79Bd,3
37275,OlwWwGk,0
37276,P8w8n7p,3
37280,eBOXyo3,3
37281,gjkG8Ny,3
37282,kbdbVvL,3
37286,rLm8geJ,0
37289,zPm3Kod,0
37290,zPmPbOO,0
37291,zPmyd6o,0
37292,0WKaZWX,3
37293,2LJp6pY,3
37302,8rZr0xj,3
37304,ByZyXE7,3
37311,NWExwxa,3
37320,YvWYWoG,0
37325,dByBpxO,3
37330,lrz3V3W,3
37336,rLmkPJx,0
37337,vL9bjEO,0
37343,0WKaaqX,0
37354,P8wqwpJ,1
37357,VqxW6QZ,2
37358,Vqxdj9A,1
37359,ZLWqBrd,0
37363,oJmx239,1
37364,pjmbJQV,1
37366,rLmjBPx,2
37367,vL9LLYL,0
37368,vL9jZPX,0
37372,xamRKzE,0
37373,0WKab6m,1
37375,2LJVz5B,2
37382,70Now5q,2
37387,E7wqOwG,1
37391,G2wkxOk,0
37395,JBw56GL,0
37399,LAwZm2e,0
37402,Olwykpz,1
37407,Vqxwbe9,1
37410,a6RqEv8,1
37411,bea6LpY,2
37414,eBOVNOX,1
37423,lrz5Lar,1
37426,mWmAm9N,0
37428,mWmyb2e,1
37429,nAEOaZn,2
37435,qvmGKaq,0
37439,vL9vGxL,1
37440,ypgaKxx,0
37442,0WKad06,3
37445,LAwZzyE,3
37447,P8w8mNp,3
37451,a6RBRBj,0
37456,ypgkB3q,3
37457,0WKad3B,2
37458,2LJLldJ,2
37462,AoZVlvr,2
37463,ByZAGQw,2
37464,ByZldB0,1
37465,JBw5K97,2
37466,NWEaxGp,1
37467,NWEg3oQ,2
37468,P8w5EpA,2
37469,P8wgael,2
37470,Vqx59eQ,2
37471,Vqx5zmg,2
37472,VqxGaQL,2
37474,YvWY5O0,2
37475,a6Rvo67,2
37479,kbdRRLm,2
37480,kbda8Km,2
37481,kbdaYGV,2
37482,kbdbOpL,2
37483,lrz57no,2
37485,oJm5LnP,2
37487,qvmvXn5,2
37489,rLm5wrE,2
37490,rLmLlEj,2
37491,vL9jdyV,2
37493,ypgjQQy,2
37494,ypgk3VJ,2
37495,0WKadNp,3
37497,3RdbBny,3
37520,0WKagLp,3
37522,3Rd9Yka,3
37525,6rY0lO8,0
37528,K7w558x,3
37529,LAwL58Y,3
37531,NWEa9xm,3
37532,Olw6Opz,3
37533,P8wqXoO,3
37535,R5WkGnZ,0
37536,VqxwOZZ,3
37545,qvmGdXG,3
37546,vL9vW5z,3
37547,ypg8VyQ,0
37548,0WKajOB,0
37549,0WKbnwZ,0
37550,0WKoawX,0
37551,3RdK7kR,0
37555,G2wm0qn,0
37564,XrPzOnn,1
37565,YvWvvX7,3
37566,a6RBAK5,0
37567,a6RNLzj,1
37577,joJK6m7,1
37582,kbdVmqP,1
37589,wRm7lVA,0
37590,wRmANpL,0
37591,xamaK5K,1
37593,ypga9wl,0
37594,ypgjNv0,0
37595,0WKakAX,0
37596,5rZgB6Q,3
37597,70NpBvk,0
37600,E7wqKO7,3
37605,VqxdBpg,0
37607,ZLWEoqk,3
37609,dBy9KEO,3
37611,joJLvLm,3
37613,rLm7ojE,3
37615,vL9jn2z,0
37617,wRm7QKZ,0
37618,xamQopb,0
37619,0WKakon,3
37626,lrzJR8o,3
37627,0WKalVm,1
37628,0WKoklm,1
37633,6rYRbd3,1
37638,G2w2RmO,1
37642,K7wxPLv,0
37643,LAwRpgZ,2
37649,R5WAKx2,0
37654,YvWv6pP,0
37657,beaYW0r,1
37658,beaYWzr,1
37660,dByGgWO,1
37662,joJGeYa,1
37663,joJoXbG,1
37665,kbd6d5V,1
37668,pjmOgdy,0
37671,qvmG8av,0
37676,0WKamNO,3
37677,70NobNo,3
37678,K7wlKGJ,3
37684,kbdaBOb,3
37686,pjmxqkK,3
37689,0WKamVO,3
37690,70NpNbP,0
37692,ByZQ2v3,0
37694,E7w5bB5,0
37697,LAwRozY,3
37699,R5WAANW,0
37705,kbdRqqL,3
37708,lrz58WR,0
37709,pjmbpAW,3
37712,0WKamdq,0
37714,2LJp82l,0
37715,3Rd95WN,0
37719,8rZJd5e,1
37723,ByZQvEQ,1
37724,ByZQzj3,1
37727,K7wQzOY,1
37729,LAwzj2Z,1
37730,OlwlZGr,0
37733,Q6YAB8k,1
37741,dByYynP,1
37742,gjkdBRX,1
37745,pjmWbwy,1
37748,rLmKge0,1
37749,vL9L6lz,1
37751,wRm7zLB,1
37752,zPm2eXl,0
37753,zPmVLRB,0
37754,0WKanlX,1
37758,LAwzjb8,0
37761,NWE2R8g,3
37763,ZLWqZ8d,0
37764,a6R6GEv,0
37767,lrzaZlW,3
37768,oJm5rZ5,3
37770,qvm79y9,3
37773,0WKaxLa,2
37778,JBwJXJ6,2
37780,LAwLp0p,2
37781,NWE8VNK,2
37785,mWm5EYe,2
37786,mWmWGvN,2
37788,0WKaxw6,1
37789,2LJgrRm,1
37792,5rZr8xL,0
37793,70NVQ0A,1
37794,8rZvakp,1
37799,E7w5oNP,0
37807,Q6Y5yy7,1
37808,R5WkPp2,1
37814,joJRbNG,0
37817,nAEAKAP,1
37818,pjmOgoA,1
37820,qvmedRG,0
37821,wRmjdOA,1
37824,xamkddK,1
37827,0WKayVO,0
37829,3Rd96ny,2
37830,3Rd9WWN,2
37831,5rZ7gva,0
37832,6rY0pJV,2
37835,8rZLqnp,2
37838,92ZokQB,2
37839,AoZKkOw,2
37840,ByZQpO7,2
37841,G2w5BLy,2
37842,G2wmkV0,2
37844,LAwLjje,2
37845,NWE2KNj,2
37846,Olw6Bbn,2
37847,P8wg0XA,2
37851,R5W5PEn,2
37852,R5WkG3Z,2
37853,VqxdrbR,2
37854,VqxqQqZ,2
37855,WP0PBXY,2
37856,XrP6Qmx,2
37857,YvW6qem,2
37858,ZLW2akV,2
37859,beaKkdj,2
37860,beaQWQG,2
37861,dBy9XBO,0
37862,eBOBaa7,2
37863,eBOWAQX,2
37865,gjkO9zd,2
37866,joJq2NG,2
37868,kbdR7GL,2
37869,kbdV67L,2
37874,mWm5V58,2
37875,mWmyYav,2
37876,nAEgJg2,2
37879,qvmzV8Z,2
37881,vL95R93,0
37882,xamaGZE,0
37883,xamnBOX,0
37886,0WKazpO,1
37888,2LJ0bmV,1
37891,G2wA9kw,1
37894,LAwA8aZ,1
37897,Q6Y0WWL,0
37899,YvWvn97,1
37900,a6RNjw7,1
37904,0WKazqq,0
37906,ByZJlz0,0
37907,G2wkznB,3
37909,Q6YnVO3,3
37910,WP065LY,3
37913,ZLWGW79,3
37921,lrzr9VW,3
37924,rLm5L90,3
37925,rLmkaZx,3
37930,ypgke3J,3
37931,0WKb0an,0
37932,2LJ0W9J,0
37935,6rYRWPq,0
37936,6rYpvnr,3
37938,70NpeKx,0
37939,70NzOVk,3
37940,8rZ3kjE,1
37941,92ZLndr,3
37944,ByZVEBw,0
37946,JBwJaAJ,0
37949,LAwL6e6,0
37950,LAwW6Ve,1
37954,R5W9BJ6,3
37955,VqxqklL,1
37956,Vqxwq5Z,1
37958,ZLWqA2d,0
37963,eBOWGpy,1
37965,kbdbXqP,3
37969,oJm57w6,3
37970,pjmApoq,3
37973,vL9LNKX,0
37975,ypglK3l,1
37977,0WKb0rm,0
37979,6rYRrKk,3
37982,AoZxB9Y,0
37983,E7w5N8A,3
37985,OlwWvRB,3
37987,R5Wenz2,3
37998,pjmOxyA,0
37999,qvm7ZGv,3
38003,0WKb0wq,0
38005,AoZlXxV,0
38007,JBwB6jL,3
38008,WP0AnnL,3
38009,a6R5Wzj,0
38010,kbdV2J9,3
38011,vL9voXL,0
38013,0WKb2Qn,1
38015,5rZoVQK,1
38018,AoZRorY,1
38023,JBwBRb6,1
38024,K7wQ7pg,1
38025,LAwWyOp,1
38030,Q6Y7qdN,1
38031,R5W5xOl,1
38034,a6RBKo2,1
38036,eBOByLx,1
38037,gjkEW3y,1
38039,kbdaPlm,1
38040,nAEg8nn,1
38041,oJmJyRo,1
38044,vL9jvo3,1
38050,zPm3ekx,0
38051,0WKb2Xn,1
38052,3Rd0ZqN,0
38053,3RdRyER,1
38056,5rZJz2l,0
38057,5rZgX2r,0
38059,6rY0WBR,0
38061,6rYyZKq,1
38062,70NaobA,0
38066,92ZEx5j,1
38067,92Zd7RZ,1
38070,AoZ3AxY,1
38071,AoZKEWV,0
38072,AoZVo66,0
38077,E7wk2oA,1
38080,G2w5EzW,1
38083,JBwqa98,1
38084,JBwvd5L,1
38085,JBwvydZ,1
38086,K7wQ8QJ,1
38090,LAwANEY,3
38091,LAwLA6e,1
38092,LAwWYlE,0
38093,NWE3JWa,1
38094,NWEaZKk,0
38095,NWEadLY,1
38101,P8w0JWp,1
38102,P8w5EXV,1
38104,Q6Y6lRa,1
38107,R5Wejp8,3
38108,R5WkNvp,0
38110,Vqxw02Q,0
38111,VqxwEbA,1
38117,ZLW2KnG,3
38118,a6R6byx,1
38119,a6RG2Wj,0
38120,a6Rkeg7,1
38123,beaQAVJ,0
38125,dByG9eq,0
38129,gjkj0pA,0
38130,gjkjJ8X,0
38131,joJGVA7,1
38132,kbdRlmV,0
38133,kbdVvmg,1
38135,mWmWVdr,1
38136,mWmywQR,0
38138,nAE7bEx,1
38148,pjmj0ZA,1
38149,pjmxKra,0
38150,qvmv5NZ,1
38151,qvmzbvy,1
38153,rLmVjp0,1
38156,vL9LPJ3,0
38157,vL9dPQ3,1
38161,wRmA6Zd,1
38162,wRmzmkd,1
38163,ypg0WEJ,1
38164,ypgkLjm,1
38165,ypgpJq2,1
38168,zPmV8Bo,1
38169,0WKb3Ya,0
38171,70NaKKv,0
38172,K7wxqAJ,0
38174,R5WkEA8,3
38178,pjmWypl,0
38179,qvmGpaG,3
38181,0WKb3yn,2
38182,2LJVGyx,1
38185,8rZeRqo,1
38186,92ZE5OL,1
38190,G2w538b,2
38193,K7w5xpg,2
38198,NWEaevr,0
38202,P8wEzxJ,1
38203,Q6Y6kma,0
38206,VqxGLpQ,0
38208,XrP6Paa,0
38216,eBOXnL7,1
38218,gjkWPoX,0
38219,joJRPA7,0
38223,mWm30my,2
38224,oJmOgb9,1
38225,oJmW5eo,1
38226,oJmx5OE,0
38227,vL955ka,1
38230,wRmzXxL,0
38233,xamnAKz,1
38236,0WKb6bX,0
38239,3RdRB3a,0
38245,G2wkpWk,0
38250,OlwWEOk,0
38251,P8wOyxW,0
38252,P8wqP3y,1
38254,YvWYJz0,1
38255,a6RGX9x,0
38256,a6RkoqL,0
38257,beaY5Wr,1
38259,nAEgNOE,0
38261,xamQQnX,0
38262,xamRRKR,0
38263,0WKb6ka,2
38264,3RdO2gL,2
38265,5rZLwJe,2
38266,70No0vL,2
38268,AoZK2k6,2
38273,JBwze77,2
38276,LAwzjmO,2
38281,R5W96Jp,2
38284,XrP6KZ8,2
38285,XrPGL6L,2
38286,a6RBpyy,2
38287,a6Rkxx8,2
38289,dByap09,2
38290,eBOBgwK,2
38294,kbdaxOg,2
38296,nAEgXww,2
38298,pjmWdXl,2
38302,0WKbABa,0
38303,6rYRKnV,0
38307,G2wkQRW,2
38309,JBw5YX7,2
38310,LAwREee,2
38311,WP0djG7,0
38314,a6RBzny,2
38315,beaegda,2
38319,lrzr605,2
38320,lrzrkv8,0
38321,mWm35VZ,0
38325,rLmVd5j,1
38327,ypgjavm,0
38329,0WKbAZO,1
38330,3RdKen9,0
38331,92ZdEGw,0
38337,JBw50jL,0
38338,K7wlJRZ,1
38343,P8wA6zJ,0
38356,kbdVemg,0
38357,kbdzA0L,0
38363,qvmevpy,0
38368,0WKbApn,0
38369,0WKbXQ5,2
38370,2LJp5jK,2
38372,6rY075x,2
38373,8rZ3rzy,0
38376,92ZywzA,0
38377,K7wlk3d,2
38380,P8wq22G,1
38383,XrP0QBa,0
38385,a6Rvxv8,0
38387,dBy93xB,2
38388,eBOVzQ7,2
38389,joJqgNm,2
38390,kbdVwW7,0
38393,zPmZm3K,2
38394,0WKbAq6,2
38395,3RdOOW9,0
38398,8rZ3qNe,2
38399,8rZElmy,1
38400,92ZoyQA,1
38403,ByZQr2Q,1
38404,ByZVOz9,2
38406,JBwxx2e,1
38408,NWE8VJQ,0
38415,WP0o0XL,1
38416,a6RB3Bx,2
38418,joJLmZw,1
38421,mWmApq8,0
38422,vL9LoNP,1
38423,ypg3Eaq,0
38424,0WKbBb6,2
38425,3RdK8aL,1
38427,5rZ3jyQ,2
38428,5rZ72wq,2
38429,5rZrVea,2
38431,8rZe6xy,2
38432,8rZedgm,2
38433,AoZK0xm,2
38434,ByZQk23,2
38435,ByZyWww,2
38436,ByZyjQ3,2
38440,JBwxLk9,2
38442,K7w5L6O,2
38446,OlwWyBZ,2
38447,P8w0QGA,1
38448,Q6Y0Zkk,1
38450,Vqx5oJ9,2
38453,XrP0n5L,2
38454,YvWrqyk,2
38455,ZLWLxg8,2
38456,a6RBWaX,1
38458,a6Rq5Bj,2
38461,beaBVya,2
38462,eBOVPAj,2
38463,eBOVjjj,1
38464,joJBBJJ,2
38465,joJKGnO,2
38466,joJognJ,2
38471,nAEO3yx,2
38472,nAEVOvN,2
38474,oJmx0Pa,2
38477,pjmWKBV,2
38478,pjmx7Ly,2
38479,pjmxkkq,2
38480,qvmkeqq,2
38482,rLm5pyJ,1
38485,wRmRQbA,2
38487,zPm36ZA,2
38488,0WKbE75,2
38491,70NV6zP,2
38495,G2wVxeb,2
38501,LAwAWaQ,2
38504,OlwW7nn,2
38513,bea6wer,2
38516,eBO5pkm,2
38520,kbdVjG9,2
38522,mWmykZr,0
38530,vL9d7dV,2
38531,vL9vXj6,2
38533,wRmjqv8,2
38538,0WKbEL5,0
38540,2LJgqpJ,1
38542,8rZ32Y2,1
38543,AoZlLKB,1
38544,G2wQvAd,1
38545,JBwz2JJ,0
38547,LAwAg0d,1
38549,Olw3exr,1
38550,OlwlELE,1
38561,kbda59g,1
38564,lrz38vr,1
38567,nAE79kn,1
38569,oJm5pQJ,1
38570,pjmxKwq,0
38574,0WKbGJm,1
38575,0WKoKlm,1
38580,E7w5wRA,1
38582,LAwzBJ8,1
38586,YvWYw9j,2
38587,YvWgprp,2
38588,ZLWqNeG,0
38592,joJBp2a,2
38594,nAEA9wP,1
38595,nAEBXzP,1
38596,vL9z99X,1
38598,ypgkd0y,0
38599,0WKbKWZ,0
38600,2LJLgYV,3
38601,2LJpoq5,0
38602,3Rd0xPy,0
38606,6rYAaoO,0
38607,6rYrYzk,0
38611,8rZ3zZ2,0
38614,AoZx8YB,0
38615,ByZQjww,3
38616,ByZyk20,0
38623,LAwAAKO,1
38625,LAwz28L,1
38626,OlwyVAE,0
38631,WP06zaP,3
38636,YvWvRkp,0
38637,ZLWqgk8,0
38638,ZLWwpPV,1
38639,a6RBGwx,3
38642,eBOWRN9,0
38646,gjkjoaz,1
38647,joJRd0w,1
38652,lrzrkk2,3
38655,nAE78qn,0
38656,nAEOQ22,0
38657,nAEgykN,0
38659,oJmJ68a,1
38660,oJmJJq8,1
38661,oJmJOm8,0
38662,pjmAWm5,1
38664,qvmzn9q,0
38665,rLm50Xx,0
38668,vL9y2ba,0
38671,wRmXv3E,0
38674,zPmy6WA,0
38675,0WKbKv5,3
38677,70NV6VA,0
38679,E7wqXjA,0
38680,LAwR0vE,3
38681,LAwR7yE,3
38682,LAwW8RQ,3
38685,ypgaggQ,3
38686,0WKbLEn,0
38688,3RdRQv9,3
38689,6rYpdAr,3
38692,LAwWVw6,0
38693,LAwWY8L,3
38694,P8w0QqO,3
38699,dBy9GyB,3
38700,dByBZX8,3
38701,wRmR3yA,3
38702,0WKbNdp,0
38703,70NaBEk,0
38704,8rZ3kpy,3
38707,E7wqaEG,0
38708,K7w5gbj,3
